start_second,duration,coverage_count,programs,match_url,transcript
1458,4,1,FBC_20160927_090000_FBN_AM,https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1458/end/1462,"CANNOT FORM AND OLD COMPANIES ARE GOING OUT OF BUSINESS AND YOU WANT TO INCREASE THE REGULATIONS AND"
1462,2,4,"FBC_20160927_090000_FBN_AM, BLOOMBERG_20160927_230000_Charlie_Rose, BLOOMBERG_20160927_063000_On_the_Move, BLOOMBERG_20160927_220000_Bloomberg_West",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1462/end/1464,"THE REGULATIONS AND MAKE THEM EVEN WORSE. I'M GOING TO CUT"
1464,4,5,"BLOOMBERG_20160927_230000_Charlie_Rose, BLOOMBERG_20160927_063000_On_the_Move, MSNBCW_20160927_100000_Morning_Joe, MSNBCW_20160927_090000_First_Look, BLOOMBERG_20160927_220000_Bloomberg_West",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1464/end/1468,"I'M GOING TO CUT REGULATIONS. I'M GOING TO CUT TAXES BIG LEAGUE AND YOU'RE"
1468,7,2,"MSNBCW_20160927_100000_Morning_Joe, MSNBCW_20160927_090000_First_Look",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1468/end/1475,"BIG LEAGUE AND YOU'RE GOING TO RAISE TAXES BIG LEAGUE. END OF STORY. >> LET ME GET YOU TO PAUSE RIGHT THERE. WE'RE GOING TO MOVE INTO THE NEXT SEGMENT. WE'RE GOING TO TALK --"
1475,4,3,"CNBC_20160927_100000_Squawk_Box, MSNBCW_20160927_100000_Morning_Joe, MSNBCW_20160927_090000_First_Look",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1475/end/1479,"INTO THE NEXT SEGMENT. WE'RE GOING TO TALK -- >> THAT CAN'T BE LEFT -- >> PLEASE TAKE 30 SECONDS. >> I KIND OF ASSUMED"
1479,2,2,"MSNBCW_20160927_100000_Morning_Joe, MSNBCW_20160927_090000_First_Look",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1479/end/1481,"SECONDS. >> I KIND OF ASSUMED THAT THERE WOULD BE A LOT OF THESE CHARGES"
1481,7,3,"MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_090000_Fox_and_Friends_First, MSNBCW_20160927_090000_First_Look",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1481/end/1488,"LOT OF THESE CHARGES AND CLAIMS AND SO -- >> FACTS. >> -- WE HAVE TAKEN THE HOME PAGE OF MY WEBSITE, HILLARYCLINTON.COM AND"
1488,6,2,"MSNBCW_20160927_100000_Morning_Joe, MSNBCW_20160927_090000_First_Look",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1488/end/1494,"WEBSITE, HILLARYCLINTON.COM AND TURNED IT INTO A FACT CHECKER SO IF YOU WANT TO SEE IN REALTIME"
1508,11,2,"FBC_20160927_130000_Varney__Company, FBC_20160927_210000_Risk_and_Reward_With_Deidre_Bolton",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1508/end/1519,"AND STREAMLINE THEM FOR SMALL BUSINESSES. WHAT I HAVE PROPOSED WOULD BE PAID FOR BY RAISING TAXES ON THE"
1519,4,1,FBC_20160927_210000_Risk_and_Reward_With_Deidre_Bolton,https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1519/end/1523,"WEALTHY BECAUSE THEY HAVE MADE ALL THE GAINS IN THE ECONOMY AND I THINK IT'S TIME"
1531,5,1,FOXNEWSW_20160927_210000_The_Five,https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1531/end/1536,"THAT? I THINK I SHOULD. YOU GO TO HER WEBSITE AND TAKE A LOOK AT HER WEBSITE, SHE'S GOING TO RAISE TAXES $1.3"
1536,1,2,"FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1536/end/1537,"TO RAISE TAXES $1.3"
1537,2,4,"FBC_20160927_130000_Varney__Company, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_170000_Happening_Now",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1537/end/1539,"TRILLION. >> MR. TRUMP -- >> AND LOOK AT HER"
1539,1,7,"FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FBC_20160927_090000_FBN_AM, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_170000_Happening_Now",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1539/end/1540,">> MR. TRUMP -- >> AND LOOK AT HER WEBSITE."
1540,1,13,"FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FBC_20160927_090000_FBN_AM, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1540/end/1541,"WEBSITE. YOU KNOW WHAT IT'S NO"
1541,1,18,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1541/end/1542,"YOU KNOW WHAT IT'S NO DIFFERENT THAN THIS."
1542,1,19,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_100000_New_Day, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1542/end/1543,"DIFFERENT THAN THIS. SHE'S TELLING US HOW"
1543,1,21,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_100000_New_Day, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1543/end/1544,"SHE'S TELLING US HOW TO FIGHT ISIS."
1544,2,23,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FOXNEWSW_20160927_210000_The_Five, FOXNEWSW_20160927_100000_FOX__Friends, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1544/end/1546,"TO FIGHT ISIS. GO TO HER WEBSITE. SHE TELLS YOU HOW TO"
1546,3,19,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FOXNEWSW_20160927_210000_The_Five, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1546/end/1549,"SHE TELLS YOU HOW TO FIGHT ISIS ON HER WEBSITE."
1549,1,24,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_110000_New_Day, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_210000_The_Five, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1549/end/1550,"WEBSITE. I DON'T THINK GENERAL"
1550,2,25,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_110000_New_Day, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_210000_The_Five, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1550/end/1552,"I DON'T THINK GENERAL DOUGLAS MacARTHUR"
1552,1,24,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_110000_New_Day, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1552/end/1553,"DOUGLAS MacARTHUR WOULD LIKE THAT TOO MUCH."
1553,1,25,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FBC_20160927_130000_Varney__Company, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_110000_New_Day, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_080000_Fox_and_Friends_First, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1553/end/1554,"WOULD LIKE THAT TOO MUCH. >> THE NEXT SEGMENT --"
1554,1,24,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, CNNW_20160927_110000_New_Day, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1554/end/1555,">> THE NEXT SEGMENT -- >> AT LEAST I HAVE A PLAN TO FIGHT ISIS."
1555,1,22,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1555/end/1556,">> AT LEAST I HAVE A PLAN TO FIGHT ISIS. >> NO NO, YOU'RE"
1556,3,24,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, CNBC_20160927_090000_Worldwide_Exchange, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20160927_100000_Morning_Joe, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160927_180000_The_Intelligence_Report_With_Trish_Regan, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1556/end/1559,">> NO NO, YOU'RE TELLING THE ENEMY EVERYTHING I WANT TO DO."
1559,1,21,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FOXNEWSW_20160927_170000_Happening_Now, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1559/end/1560,"DO. >> NO WE'RE NOT. >> SEE, YOU TELLING"
1560,1,20,"CNNW_20160927_080000_Early_Start_With_John_Berman_and_Christine_Romans, FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160928_000000_The_OReilly_Factor, MSNBCW_20160927_050000_Live_Post_Debate, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, FBC_20160927_200000_After_the_Bell, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_100000_FOX__Friends, MSNBCW_20160927_160000_The_Place_for_Politics_2016, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1560/end/1561,">> NO WE'RE NOT. >> SEE, YOU TELLING THE ENEMY EVERYTHING"
1561,1,15,"FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FBC_20160927_130000_Varney__Company, FBC_20160927_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20160928_000000_The_OReilly_Factor, FOXNEWSW_20160927_030000_The_Kelly_File, FBC_20160927_090000_FBN_AM, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_160000_Outnumbered, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_100000_FOX__Friends, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1561/end/1562,"THE ENEMY EVERYTHING YOU WANT TO DO."
1562,1,10,"FOXNEWSW_20160928_030000_The_OReilly_Factor, FBC_20160927_130000_Varney__Company, FOXNEWSW_20160928_000000_The_OReilly_Factor, FOXNEWSW_20160927_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FOXNEWSW_20160927_090000_Fox_and_Friends_First, CNNW_20160927_100000_New_Day, FBC_20160928_030000_Lou_Dobbs_Tonight, FOXNEWSW_20160927_100000_FOX__Friends, FBC_20160928_000000_Kennedy, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1562/end/1563,"YOU WANT TO DO. NO WONDER YOU'VE FIGHTING -- NO WONDER"
1563,2,2,"FOXNEWSW_20160927_090000_Fox_and_Friends_First, BLOOMBERG_20160927_023000_Bloomberg_Politics_Election_2016",https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1563/end/1565,"NO WONDER YOU'VE FIGHTING -- NO WONDER YOU'VE BEEN FIGHTING ISIS YOUR ENTIRE ADULT"
1565,2,1,FOXNEWSW_20160927_090000_Fox_and_Friends_First,https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1565/end/1567,"ISIS YOUR ENTIRE ADULT LIFE."
1667,17,1,BLOOMBERG_20160927_030000_Asia_Edge,https://archive.org/details/KNTV_20160927_010000_NBC_News_Special_2016_Presidential_Debate_1#start/1667/end/1684,"REPUBLICANS AND DEMOCRATS AGREE THAT THIS SHOULD BE DONE. $2.5 TRILLION. I HAPPEN TO THINK IT'S DOUBLE THAT. PROBABLY $5 TRILLION THAT WE CAN BRING INTO OUR COUNTRY, LESTER, AND WITH A LITTLE LEADERSHIP YOU'D GET IT IN HERE VERY QUICKLY AND IT COULD BE PUT TO USE ON THE INNER CITIES AND LOTS"
