debate_media,coverage_media,channel,network,location,channel_type,program,coverage_time_utc,debate_start_second,coverage_start_second,duration,match_url,embed_url,transcript
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:35:08",670.7,2108.5,10.7,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2108.5/end/2119.2,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2106.5&end=2121.2,"THAT'S A SHARP CONTRAST WITH DONALD TRUMP. DONALD TRUMP ALWAYS PUTS HIMSELF FIRST. HE BUILT A BUSINESS CAREER IN THE WORDS ONE OF HIS OWN CAMPAIGN STAFFERS, OFF THE BACKS OF THE LITTLE GUY, THAT IS A"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:05:24",792.3,324.8,6.4,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/324.8/end/331.2,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=322.8&end=333.2,"A TIME OF GREAT CHALLENGE, IN THE LIFE OF THIS NATION, WHERE WE HAVE WEAKENED AMERICA'S PLACE IN THE WORLD."
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:35:25",793.4,2125.8,5,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2125.8/end/2130.8,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2122.8&end=2133.8,"THE LIFE OF THIS NATION, WHERE WE HAVE WEAKENED AMERICA'S PLACE IN THE WORLD."
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:42:11",840.6,2531.8,5.3,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2531.8/end/2537.1,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2528.8&end=2540.1,"GOVERNMENTS -- >> YOU AND DONALD TRUMP -- LET ME TALK ABOUT THIS --"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:04:42",915.9,282.6,7.4,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/282.6/end/290,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=280.6&end=292,">> ELIMINATE THE IRANIAN -- ABSOLUTELY. WITHOUT FIRING A SHOT. INSTEAD OF 175,000 AMERICAN TROOPS DEPLOYED OVERSEAS NOW WE"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:34:43",916.5,2083.1,6.5,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2083.1/end/2089.6,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2081.1&end=2091.6,"ABSOLUTELY. WITHOUT FIRING A SHOT. INSTEAD OF 175,000 AMERICAN TROOPS DEPLOYED OVERSEAS NOW WE"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:34:04",1083.9,2044,14.5,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2044/end/2058.5,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2042&end=2060.5,"HILLARY CLINTON JUST THINKS IT'S A GOOD START. DONALD TRUMP AND I HAVE PLAN TO GET THIS ECONOMY MOVING AGAIN. JUST THE WAY THAT IT WORKED IN THE 1980s, JUST THE WAY IT WORKED IN THE 1960s. THAT IS BY LOWERING TAXES ACROSS THE BOARD FOR WORKING FAMILIES,"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:03:56",1141.2,236.6,4.5,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/236.6/end/241.1,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=233.6&end=244.1,">> SENATOR. I ON THE ECONOMY THERE'S A FUNDAMENTAL CHOICE FOR THE"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:33:56",1141.2,2036.5,4.5,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2036.5/end/2041,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2033.5&end=2044,">> SENATOR. I ON THE ECONOMY THERE'S A FUNDAMENTAL CHOICE FOR THE"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:34:54",1210.1,2094,5.6,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/2094/end/2099.6,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=2091&end=2102.6,"THERE'S TWO KEY ELEMENTS TO IT. FIRST, DONALD TRUMP SAID WAGES"
KQED_20161005_010000_PBS_NewsHour_Debates_2016_A_Special_Report,FBC_20161005_090000_FBN_AM,FBC,"FOX Business",SF/Oakland/SJ,cable,FBN_AM,"10/05/2016 09:17:34",1320.1,1054.8,29.6,https://archive.org/details/FBC_20161005_090000_FBN_AM#start/1054.8/end/1084.4,https://archive.org/embed/FBC_20161005_090000_FBN_AM?start=1052.8&end=1086.4,"THE TRUTH OF THE MATTER IS THAT POLICIES OF THIS ADMINISTRATION WHICH HILLARY CLINTON AND SENATOR KAINE WANT TO CONTINUE HAVE RUN THIS ECONOMY INTO A DITCH. WE'RE -- >> IN NEW JOBS? >> SINCE THE GREAT JOBS? >> BUT MY QUESTION -- MILLIONS MORE PEOPLE LIVING IN POVERTY TODAY THAN THE DAY THAT BARACK OBAMA WITH HILLARY CLINTON AT HIS SIDE -- >> AND THE POVERTY LEVEL AND MEDIAN INCOME -- >> WERE THE LOWEST IN -- IN 2014 -- HONESTLY, SENATOR, YOU CAN ROLL OUT THE NUMBERS AND THE"
