start_second,duration,coverage_count,programs,match_url,transcript
1825,1,6,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live, FBC_20161020_230000_Lou_Dobbs_Tonight",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1825/end/1826,"PEOPLE. >> JUST IS TO FINISH ON THE"
1826,4,7,"CNNW_20161020_023000_Debate_Night_in_America, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live, FBC_20161020_230000_Lou_Dobbs_Tonight",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1826/end/1830,"PEOPLE. >> JUST IS TO FINISH ON THE BORDERS SHE WANTS OPEN BORDERS, PEOPLE ARE GOING TO POUR INTO OUR COUNTRY."
1830,7,6,"CNNW_20161020_023000_Debate_Night_in_America, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live, FBC_20161020_230000_Lou_Dobbs_Tonight",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1830/end/1837,"PEOPLE ARE GOING TO POUR INTO OUR COUNTRY. PEOPLE ARE GOING TO COME IN FROM SYRIA, SHE WANTS 550% MORE PEOPLE THAN BARACK OBAMA HE HAS"
1837,1,4,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1837/end/1838,"PEOPLE THAN BARACK OBAMA HE HAS"
1838,1,6,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1838/end/1839,"THOUSANDS AND THOUSANDS OF"
1839,1,8,"MSNBCW_20161020_100000_Morning_Joe, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1839/end/1840,"THOUSANDS AND THOUSANDS OF PEOPLE THAT HAVE NO IDEA WHERE"
1840,2,9,"MSNBCW_20161020_100000_Morning_Joe, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1840/end/1842,"PEOPLE THAT HAVE NO IDEA WHERE THEY COME FROM AND YOU SEE WE"
1842,2,8,"FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends, MSNBCW_20161020_180000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1842/end/1844,"ARE GOING TO STOP RADICAL"
1844,2,6,"FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, FBC_20161020_130000_Varney__Company, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1844/end/1846,"ISLAMIC TERRORISM IN THIS"
1846,2,3,"FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1846/end/1848,"ISLAMIC TERRORISM IN THIS COUNTRY. SHE WON'T EVEN MENTION THE"
1848,2,2,"FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_100000_FOX__Friends",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1848/end/1850,"SHE WON'T EVEN MENTION THE WORDS, NEITHER WILL PRESIDENT"
1850,1,8,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, FOXNEWSW_20161020_100000_FOX__Friends, FBC_20161020_090000_FBN_AM, CNNW_20161020_140000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1850/end/1851,OBAMA.
1851,1,10,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FBC_20161020_090000_FBN_AM, CNNW_20161020_140000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_160000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1851/end/1852,"OBAMA. I JUST WANT TO TELL YOU SHE"
1852,1,14,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FBC_20161020_090000_FBN_AM, CNNW_20161020_140000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_160000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1852/end/1853,"I JUST WANT TO TELL YOU SHE WANTS OPEN BORDERS NOW WE CAN"
1853,1,15,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FBC_20161020_090000_FBN_AM, CNNW_20161020_140000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_160000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1853/end/1854,"WANTS OPEN BORDERS NOW WE CAN TALK ABOUT POUT IN."
1854,1,14,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, FBC_20161020_090000_FBN_AM, CNNW_20161020_140000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_160000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1854/end/1855,"TALK ABOUT POUT IN."
1855,1,11,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1855/end/1856,"I DON'T KNOW POUT IN."
1856,3,12,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, MSNBCW_20161020_150000_MSNBC_Live, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1856/end/1859,"I DON'T KNOW POUT IN. HE SAID NICE THINGS. IF WE GOT ALONG WELL THAT WOULD"
1859,2,9,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, MSNBCW_20161020_150000_MSNBC_Live, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1859/end/1861,"BE GOOD. IF RUSSIA AND THE UNITED STATES"
1861,1,10,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, MSNBCW_20161020_150000_MSNBC_Live, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1861/end/1862,"IF RUSSIA AND THE UNITED STATES GOT ALONG WELL WENT AFTER ISIS,"
1862,3,11,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_230000_Hardball_With_Chris_Matthews, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, MSNBCW_20161020_150000_MSNBC_Live, MSNBCW_20161020_160000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1862/end/1865,"GOT ALONG WELL WENT AFTER ISIS,"
1865,1,7,"MSNBCW_20161020_100000_Morning_Joe, CSPAN_20161020_110000_Washington_Journal, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, CNNW_20161020_120000_New_Day, CNNW_20161020_110000_New_Day, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1865/end/1866,"THAT WOULD BE GOOD. HE HAS NO RESPECT FOR HER."
1866,4,4,"MSNBCW_20161020_100000_Morning_Joe, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_090000_First_Look, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1866/end/1870,"THAT WOULD BE GOOD. HE HAS NO RESPECT FOR HER. HE HAS NO RESPECT FOR OUR PRESIDENT."
1870,7,5,"MSNBCW_20161020_100000_Morning_Joe, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_090000_First_Look, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1870/end/1877,"PRESIDENT. I'LL TELL YOU WHAT, WE'RE IN VERY SERIOUS TROUBLE. BECAUSE WE HAVE A COUNTRY WITH TREMENDOUS NUMBERS OF NUCLEAR"
1877,3,6,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_090000_First_Look, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1877/end/1880,"TREMENDOUS NUMBERS OF NUCLEAR WARHEADS, 1800 BY THE WAY, WHERE"
1880,1,7,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FOXNEWSW_20161020_080000_Fox_and_Friends_First, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_090000_First_Look, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1880/end/1881,"THEY EXPANDED WE DIDN'T."
1881,1,6,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, MSNBCW_20161020_090000_First_Look, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1881/end/1882,"THEY EXPANDED WE DIDN'T."
1882,1,9,"MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, MSNBCW_20161020_090000_First_Look, FBC_20161020_090000_FBN_AM, MSNBCW_20161020_150000_MSNBC_Live",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1882/end/1883,
1883,1,25,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_130000_Varney__Company, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, MSNBCW_20161021_000000_All_In_With_Chris_Hayes, MSNBCW_20161021_020000_The_Last_Word_With_Lawrence_ODonnell, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, CNNW_20161020_180000_CNN_Newsroom_With_Brooke_Baldwin, FBC_20161020_090000_FBN_AM, FOXNEWSW_20161020_150000_Happening_Now, FOXNEWSW_20161020_230000_On_the_Record_With_Brit_Hume, MSNBCW_20161020_150000_MSNBC_Live, FBC_20161020_230000_Lou_Dobbs_Tonight, MSNBCW_20161020_040000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_200000_Your_World_With_Neil_Cavuto, CNBC_20161020_100000_Squawk_Box, MSNBCW_20161020_080000_MSNBC_Live_Post_Debate, CNBC_20161020_023000_Jay_Lenos_Garage",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1883/end/1884,
1884,1,37,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FBC_20161020_130000_Varney__Company, BLOOMBERG_20161020_210000_With_All_Due_Respect, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, CNNW_20161020_090000_New_Day, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, BLOOMBERG_20161020_230000_Charlie_Rose, MSNBCW_20161021_000000_All_In_With_Chris_Hayes, MSNBCW_20161021_020000_The_Last_Word_With_Lawrence_ODonnell, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, CNNW_20161020_180000_CNN_Newsroom_With_Brooke_Baldwin, CNBC_20161020_130000_Squawk_on_the_Street, FBC_20161020_090000_FBN_AM, FOXNEWSW_20161020_150000_Happening_Now, FOXNEWSW_20161020_230000_On_the_Record_With_Brit_Hume, MSNBCW_20161020_150000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered, FBC_20161020_230000_Lou_Dobbs_Tonight, MSNBCW_20161020_040000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_200000_Your_World_With_Neil_Cavuto, CNBC_20161020_100000_Squawk_Box, MSNBCW_20161020_080000_MSNBC_Live_Post_Debate, CNBC_20161020_023000_Jay_Lenos_Garage, CNBC_20161020_190000_Closing_Bell, CNBC_20161020_190000_Closing_Bell, CNNW_20161020_150000_At_This_Hour_With_Berman_and_Bolduan, CNNW_20161020_220000_Situation_Room_With_Wolf_Blitzer",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1884/end/1885,
1885,2,39,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FBC_20161020_130000_Varney__Company, BLOOMBERG_20161020_210000_With_All_Due_Respect, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, CNNW_20161020_090000_New_Day, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, FOXNEWSW_20161020_220000_Special_Report_With_Bret_Baier, BLOOMBERG_20161020_230000_Charlie_Rose, MSNBCW_20161021_000000_All_In_With_Chris_Hayes, MSNBCW_20161021_020000_The_Last_Word_With_Lawrence_ODonnell, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, CNNW_20161020_180000_CNN_Newsroom_With_Brooke_Baldwin, CNBC_20161020_130000_Squawk_on_the_Street, CNBC_20161020_130000_Squawk_on_the_Street, FBC_20161020_090000_FBN_AM, FOXNEWSW_20161020_150000_Happening_Now, FOXNEWSW_20161020_230000_On_the_Record_With_Brit_Hume, MSNBCW_20161020_150000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered, FBC_20161020_230000_Lou_Dobbs_Tonight, MSNBCW_20161020_040000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_200000_Your_World_With_Neil_Cavuto, CNBC_20161020_100000_Squawk_Box, MSNBCW_20161020_080000_MSNBC_Live_Post_Debate, CNBC_20161020_023000_Jay_Lenos_Garage, CNBC_20161020_190000_Closing_Bell, CNBC_20161020_190000_Closing_Bell, CNNW_20161020_150000_At_This_Hour_With_Berman_and_Bolduan, CNNW_20161020_220000_Situation_Room_With_Wolf_Blitzer",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1885/end/1887,"PLAYING CHICKEN."
1887,2,41,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FBC_20161020_130000_Varney__Company, BLOOMBERG_20161020_210000_With_All_Due_Respect, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_050000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, CNNW_20161020_090000_New_Day, CNNW_20161020_090000_New_Day, MSNBCW_20161020_090000_First_Look, FOXNEWSW_20161020_220000_Special_Report_With_Bret_Baier, BLOOMBERG_20161020_230000_Charlie_Rose, MSNBCW_20161021_000000_All_In_With_Chris_Hayes, MSNBCW_20161021_020000_The_Last_Word_With_Lawrence_ODonnell, CNNW_20161020_100000_New_Day, CNNW_20161020_120000_New_Day, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, CNNW_20161020_180000_CNN_Newsroom_With_Brooke_Baldwin, CNBC_20161020_130000_Squawk_on_the_Street, CNBC_20161020_130000_Squawk_on_the_Street, FBC_20161020_090000_FBN_AM, FOXNEWSW_20161020_150000_Happening_Now, FOXNEWSW_20161020_030000_The_Kelly_File, FOXNEWSW_20161020_230000_On_the_Record_With_Brit_Hume, MSNBCW_20161020_150000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered, FBC_20161020_230000_Lou_Dobbs_Tonight, MSNBCW_20161020_040000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_200000_Your_World_With_Neil_Cavuto, CNBC_20161020_100000_Squawk_Box, MSNBCW_20161020_080000_MSNBC_Live_Post_Debate, CNBC_20161020_023000_Jay_Lenos_Garage, CNBC_20161020_190000_Closing_Bell, CNBC_20161020_190000_Closing_Bell, CNNW_20161020_150000_At_This_Hour_With_Berman_and_Bolduan, CNNW_20161020_220000_Situation_Room_With_Wolf_Blitzer",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1887/end/1889,"PLAYING CHICKEN. LOOK PUTIN FROM EVERYTHING I"
1889,1,46,"CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, CNNW_20161020_130000_CNN_Newsroom_With_Carol_Costello, MSNBCW_20161020_100000_Morning_Joe, MSNBCW_20161020_100000_Morning_Joe, FOXNEWSW_20161021_000000_The_OReilly_Factor, FOXNEWSW_20161020_010000_Presidential_Candidates_Debate, FBC_20161020_100000_Mornings_With_Maria_Bartiromo, FBC_20161020_130000_Varney__Company, CNNW_20161020_170000_Wolf, CSPAN_20161020_110000_Washington_Journal, FOXNEWSW_20161020_090000_Fox_and_Friends_First, MSNBCW_20161020_050000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_060000_Presidential_Candidates_Debate, CNNW_20161020_090000_New_Day, CNNW_20161020_230000_Erin_Burnett_OutFront, MSNBCW_20161020_090000_First_Look, FOXNEWSW_20161020_220000_Special_Report_With_Bret_Baier, BLOOMBERG_20161020_230000_Charlie_Rose, MSNBCW_20161021_000000_All_In_With_Chris_Hayes, CNBC_20161020_090000_Worldwide_Exchange, MSNBCW_20161021_020000_The_Last_Word_With_Lawrence_ODonnell, CNNW_20161020_100000_New_Day, FOXNEWSW_20161020_180000_Americas_Election_HQ, FOXNEWSW_20161020_100000_FOX__Friends, FOXNEWSW_20161020_130000_Americas_Newsroom_With_Bill_Hemmer_and_Martha_MacCallum, CNNW_20161020_180000_CNN_Newsroom_With_Brooke_Baldwin, CNBC_20161020_130000_Squawk_on_the_Street, CNBC_20161020_130000_Squawk_on_the_Street, FBC_20161020_090000_FBN_AM, FOXNEWSW_20161020_150000_Happening_Now, FOXNEWSW_20161020_030000_The_Kelly_File, FOXNEWSW_20161020_230000_On_the_Record_With_Brit_Hume, MSNBCW_20161020_150000_MSNBC_Live, FOXNEWSW_20161020_160000_Outnumbered, FBC_20161020_230000_Lou_Dobbs_Tonight, MSNBCW_20161020_040000_MSNBC_Live_Post_Debate, FOXNEWSW_20161020_200000_Your_World_With_Neil_Cavuto, CNBC_20161020_100000_Squawk_Box, MSNBCW_20161020_080000_MSNBC_Live_Post_Debate, CNBC_20161020_023000_Jay_Lenos_Garage, CNBC_20161020_190000_Closing_Bell, CNBC_20161020_190000_Closing_Bell, CNNW_20161020_150000_At_This_Hour_With_Berman_and_Bolduan, CNNW_20161020_220000_Situation_Room_With_Wolf_Blitzer, CNNW_20161020_190000_CNN_Newsroom_With_Brooke_Baldwin, CNNW_20161020_210000_Situation_Room_With_Wolf_Blitzer",https://archive.org/details/KQED_20161020_010000_PBS_NewsHour_Debates_2016_A_Special_Report#start/1889/end/1890,"SEE HAVE 240 RESPECT FOR THIS"
